entity_id,state,last_changed
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,50.1044654846191,2026-03-19T20:31:01.673Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.9983596801758,2026-03-19T20:31:04.663Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.6136932373047,2026-03-19T20:31:07.676Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.4978637695312,2026-03-19T20:31:10.725Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.6102409362793,2026-03-19T20:31:13.759Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.5951042175293,2026-03-19T20:31:16.751Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.6764297485352,2026-03-19T20:31:19.796Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.6976013183594,2026-03-19T20:31:22.786Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.6322708129883,2026-03-19T20:31:25.836Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.6776657104492,2026-03-19T20:31:28.854Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.4921226501465,2026-03-19T20:31:31.890Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.6224250793457,2026-03-19T20:31:34.911Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.3520736694336,2026-03-19T20:31:37.916Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.5865135192871,2026-03-19T20:31:40.922Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.7673721313477,2026-03-19T20:31:43.967Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.8212890625,2026-03-19T20:31:46.974Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.5714340209961,2026-03-19T20:31:50.011Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.5342025756836,2026-03-19T20:31:52.997Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.6403923034668,2026-03-19T20:31:56.018Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.6735000610352,2026-03-19T20:31:59.038Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.9672813415527,2026-03-19T20:32:02.056Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.8751602172852,2026-03-19T20:32:05.075Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.6651039123535,2026-03-19T20:32:08.095Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.7542724609375,2026-03-19T20:32:11.117Z
sensor.ventomaxx_pwm_analyser_pwm_fan_sieht_mosfet_invertiert,49.6613922119141,2026-03-19T20:32:14.135Z
